N/100,pN,Z/100,pZ,przewidywane_BE/A(MeV)
1.52,1,0.97,0,7.48814
1.52,1,0.98,1,7.47951
1.52,1,0.99,0,7.46293
1.52,1,1,1,7.45123
1.52,1,1.01,0,7.43008
1.52,1,1.02,1,7.41704
1.52,1,1.03,0,7.39217
1.52,1,1.04,1,7.37918
1.52,1,1.05,0,7.35121
1.52,1,1.06,1,7.33935
1.52,1,1.07,0,7.30869
1.52,1,1.08,1,7.29873
1.52,1,1.09,0,7.26561
1.52,1,1.1,1,7.2581
1.52,1,1.11,0,7.22264
1.52,1,1.12,1,7.21793
1.52,1,1.13,0,7.18017
1.52,1,1.14,1,7.17848
1.52,1,1.15,0,7.13839
1.52,1,1.16,1,7.13984
1.52,1,1.17,0,7.09738
1.52,1,1.18,1,7.10203
1.52,1,1.19,0,7.05713
1.52,1,1.2,1,7.065
1.52,1,1.21,0,7.01759
1.52,1,1.22,1,7.02866
1.52,1,1.23,0,6.97866
1.52,1,1.24,1,6.99289
1.52,1,1.25,0,6.94025
1.52,1,1.26,1,6.95758
1.52,1,1.27,0,6.90225
1.52,1,1.28,1,6.92261
1.52,1,1.29,0,6.86454
1.52,1,1.3,1,6.88786
1.52,1,1.31,0,6.82702
1.52,1,1.32,1,6.8532
1.52,1,1.33,0,6.7896
1.52,1,1.34,1,6.81853
1.52,1,1.35,0,6.75219
1.52,1,1.36,1,6.78374
1.52,1,1.37,0,6.71472
1.52,1,1.38,1,6.74876
1.52,1,1.39,0,6.67712
1.52,1,1.4,1,6.71349
1.52,1,1.41,0,6.63936
1.52,1,1.42,1,6.67789
1.52,1,1.43,0,6.60141
1.52,1,1.44,1,6.6419
1.52,1,1.45,0,6.56326
1.52,1,1.46,1,6.60549
1.52,1,1.47,0,6.52492
1.52,1,1.48,1,6.56866
1.52,1,1.49,0,6.48644
1.52,1,1.5,1,6.53143
1.53,0,0.01,0,5.25824
1.53,0,0.02,1,5.1783
1.53,0,0.03,0,5.45088
1.53,0,0.04,1,5.38305
1.53,0,0.05,0,5.59759
1.53,0,0.06,1,5.5375
1.53,0,0.07,0,5.71321
1.53,0,0.08,1,5.66023
1.53,0,0.09,0,5.80788
1.53,0,0.1,1,5.76189
1.53,0,0.11,0,5.88806
1.53,0,0.12,1,5.84869
1.53,0,0.13,0,5.9577
1.53,0,0.14,1,5.92426
1.53,0,0.15,0,6.01917
1.53,0,0.16,1,5.99074
1.53,0,0.17,0,6.07373
1.53,0,0.18,1,6.0492
1.53,0,0.19,0,6.12179
1.53,0,0.2,1,6.09979
1.53,0,0.21,0,6.16289
1.53,0,0.22,1,6.14163
1.53,0,0.23,0,6.19547
1.53,0,0.24,1,6.17253
1.53,0,0.25,0,6.21658
1.53,0,0.26,1,6.18874
1.53,0,0.27,0,6.22174
1.53,0,0.28,1,6.18557
1.53,0,0.29,0,6.20614
1.53,0,0.3,1,6.15997
1.53,0,0.31,0,6.16819
1.53,0,0.32,1,6.11501
1.53,0,0.33,0,6.1138
1.53,0,0.34,1,6.06138
1.53,0,0.35,0,6.05552
1.53,0,0.36,1,6.01184
1.53,0,0.37,0,6.00549
1.53,0,0.38,1,5.97483
1.53,0,0.39,0,5.97017
1.53,0,0.4,1,5.95254
1.53,0,0.41,0,5.94981
1.53,0,0.42,1,5.94249
1.53,0,0.43,0,5.94081
1.53,0,0.44,1,5.94039
1.53,0,0.45,0,5.93871
1.53,0,0.46,1,5.94236
1.53,0,0.47,0,5.93989
1.53,0,0.48,1,5.94573
1.53,0,0.49,0,5.94196
1.53,0,0.5,1,5.94884
1.53,0,0.51,0,5.94353
1.53,0,0.52,1,5.95081
1.53,0,0.53,0,5.94385
1.53,0,0.54,1,5.95121
1.53,0,0.55,0,5.9426
1.53,0,0.56,1,5.94991
1.53,0,0.57,0,5.93974
1.53,0,0.58,1,5.94707
1.53,0,0.59,0,5.93552
1.53,0,0.6,1,5.94313
1.53,0,0.61,0,5.93052
1.53,0,0.62,1,5.93897
1.53,0,0.63,0,5.92586
1.53,0,0.64,1,5.93619
1.53,0,0.65,0,5.92357
1.53,0,0.66,1,5.9376
1.53,0,0.67,0,5.92715
1.53,0,0.68,1,5.94801
1.53,0,0.69,0,5.94262
1.53,0,0.7,1,5.97539
1.53,0,0.71,0,5.97967
1.53,0,0.72,1,6.03208
1.53,0,0.73,0,6.05285
1.53,0,0.74,1,6.1348
1.53,0,0.75,0,6.18036
1.53,0,0.76,1,6.29962
1.53,0,0.77,0,6.37506
1.53,0,0.78,1,6.52504
1.53,0,0.79,0,6.62209
1.53,0,0.8,1,6.77055
1.53,0,0.81,0,6.86594
1.53,0,0.82,1,6.98051
1.53,0,0.83,0,7.06087
1.53,0,0.84,1,7.14555
1.53,0,0.85,0,7.2139
1.53,0,0.86,1,7.28127
1.53,0,0.87,0,7.33521
1.53,0,0.88,1,7.38405
1.53,0,0.89,0,7.41954
1.53,0,0.9,1,7.45009
1.53,0,0.91,0,7.46903
1.53,0,0.92,1,7.48577
1.53,0,0.93,0,7.49175
1.53,0,0.94,1,7.49853
1.53,0,0.95,0,7.49417
1.53,0,0.96,1,7.49343
1.53,0,0.97,0,7.48063
1.53,0,0.98,1,7.47436
1.53,0,0.99,0,7.45475
1.53,0,1,1,7.44485
1.53,0,1.01,0,7.41988
1.53,0,1.02,1,7.40809
1.53,0,1.03,0,7.37898
1.53,0,1.04,1,7.36685
1.53,0,1.05,0,7.33451
1.53,0,1.06,1,7.32326
1.53,0,1.07,0,7.28835
1.53,0,1.08,1,7.27891
1.53,0,1.09,0,7.24186
1.53,0,1.1,1,7.23489
1.53,0,1.11,0,7.19595
1.53,0,1.12,1,7.19186
1.53,0,1.13,0,7.15115
1.53,0,1.14,1,7.15022
1.53,0,1.15,0,7.10778
1.53,0,1.16,1,7.11012
1.53,0,1.17,0,7.06594
1.53,0,1.18,1,7.07161
1.53,0,1.19,0,7.02563
1.53,0,1.2,1,7.03462
1.53,0,1.21,0,6.98678
1.53,0,1.22,1,6.99905
1.53,0,1.23,0,6.94927
1.53,0,1.24,1,6.96477
1.53,0,1.25,0,6.91295
1.53,0,1.26,1,6.93161
1.53,0,1.27,0,6.87766
1.53,0,1.28,1,6.8994
1.53,0,1.29,0,6.84324
1.53,0,1.3,1,6.86799
1.53,0,1.31,0,6.80953
1.53,0,1.32,1,6.8372
1.53,0,1.33,0,6.77637
1.53,0,1.34,1,6.80687
1.53,0,1.35,0,6.74361
1.53,0,1.36,1,6.77686
1.53,0,1.37,0,6.7111
1.53,0,1.38,1,6.74701
1.53,0,1.39,0,6.67872
1.53,0,1.4,1,6.71719
1.53,0,1.41,0,6.64634
1.53,0,1.42,1,6.68726
1.53,0,1.43,0,6.61386
1.53,0,1.44,1,6.65712
1.53,0,1.45,0,6.58119
1.53,0,1.46,1,6.62666
1.53,0,1.47,0,6.54826
1.53,0,1.48,1,6.59578
1.53,0,1.49,0,6.515
1.53,0,1.5,1,6.56442
1.54,1,0.01,0,5.12965
1.54,1,0.02,1,5.07284
1.54,1,0.03,0,5.2871
1.54,1,0.04,1,5.24144
1.54,1,0.05,0,5.40654
1.54,1,0.06,1,5.3639
1.54,1,0.07,0,5.49911
1.54,1,0.08,1,5.45835
1.54,1,0.09,0,5.57311
1.54,1,0.1,1,5.53472
1.54,1,0.11,0,5.63441
1.54,1,0.12,1,5.59884
1.54,1,0.13,0,5.68682
1.54,1,0.14,1,5.65417
1.54,1,0.15,0,5.73263
1.54,1,0.16,1,5.70268
1.54,1,0.17,0,5.77314
1.54,1,0.18,1,5.74534
1.54,1,0.19,0,5.80881
1.54,1,0.2,1,5.78226
1.54,1,0.21,0,5.83923
1.54,1,0.22,1,5.81256
1.54,1,0.23,0,5.86297
1.54,1,0.24,1,5.83408
1.54,1,0.25,0,5.87716
1.54,1,0.26,1,5.84305
1.54,1,0.27,0,5.87736
1.54,1,0.28,1,5.83454
1.54,1,0.29,0,5.85843
1.54,1,0.3,1,5.80472
1.54,1,0.31,0,5.81792
1.54,1,0.32,1,5.75554
1.54,1,0.33,0,5.76065
1.54,1,0.34,1,5.6969
1.54,1,0.35,0,5.69865
1.54,1,0.36,1,5.64171
1.54,1,0.37,0,5.64421
1.54,1,0.38,1,5.599
1.54,1,0.39,0,5.60432
1.54,1,0.4,1,5.57178
1.54,1,0.41,0,5.58001
1.54,1,0.42,1,5.55822
1.54,1,0.43,0,5.56832
1.54,1,0.44,1,5.55433
1.54,1,0.45,0,5.56499
1.54,1,0.46,1,5.55621
1.54,1,0.47,0,5.56639
1.54,1,0.48,1,5.56101
1.54,1,0.49,0,5.57003
1.54,1,0.5,1,5.56691
1.54,1,0.51,0,5.57438
1.54,1,0.52,1,5.5729
1.54,1,0.53,0,5.57861
1.54,1,0.54,1,5.57845
1.54,1,0.55,0,5.58231
1.54,1,0.56,1,5.58336
1.54,1,0.57,0,5.58539
1.54,1,0.58,1,5.58773
1.54,1,0.59,0,5.58804
1.54,1,0.6,1,5.59194
1.54,1,0.61,0,5.59082
1.54,1,0.62,1,5.59685
1.54,1,0.63,0,5.59482
1.54,1,0.64,1,5.60403
1.54,1,0.65,0,5.60206
1.54,1,0.66,1,5.61632
1.54,1,0.67,0,5.61611
1.54,1,0.68,1,5.63862
1.54,1,0.69,0,5.64309
1.54,1,0.7,1,5.67917
1.54,1,0.71,0,5.69306
1.54,1,0.72,1,5.75089
1.54,1,0.73,0,5.78133
1.54,1,0.74,1,5.87186
1.54,1,0.75,0,5.92776
1.54,1,0.76,1,6.06088
1.54,1,0.77,0,6.1484
1.54,1,0.78,1,6.32079
1.54,1,0.79,0,6.43274
1.54,1,0.8,1,6.61323
1.54,1,0.81,0,6.72464
1.54,1,0.82,1,6.87302
1.54,1,0.83,0,6.96523
1.54,1,0.84,1,7.07527
1.54,1,0.85,0,7.14944
1.54,1,0.86,1,7.2324
1.54,1,0.87,0,7.28897
1.54,1,0.88,1,7.34691
1.54,1,0.89,0,7.38462
1.54,1,0.9,1,7.42036
1.54,1,0.91,0,7.44227
1.54,1,0.92,1,7.46172
1.54,1,0.93,0,7.47167
1.54,1,0.94,1,7.47969
1.54,1,0.95,0,7.48023
1.54,1,0.96,1,7.47996
1.54,1,0.97,0,7.47277
1.54,1,0.98,1,7.46657
1.54,1,0.99,0,7.45304
1.54,1,1,1,7.443
1.54,1,1.01,0,7.42437
1.54,1,1.02,1,7.41231
1.54,1,1.03,0,7.38957
1.54,1,1.04,1,7.37701
1.54,1,1.05,0,7.35092
1.54,1,1.06,1,7.33906
1.54,1,1.07,0,7.31012
1.54,1,1.08,1,7.29985
1.54,1,1.09,0,7.26839
1.54,1,1.1,1,7.26032
1.54,1,1.11,0,7.22652
1.54,1,1.12,1,7.22108
1.54,1,1.13,0,7.18501
1.54,1,1.14,1,7.18246
1.54,1,1.15,0,7.14413
1.54,1,1.16,1,7.14462
1.54,1,1.17,0,7.104
1.54,1,1.18,1,7.10762
1.54,1,1.19,0,7.06465
1.54,1,1.2,1,7.07142
1.54,1,1.21,0,7.02604
1.54,1,1.22,1,7.03596
1.54,1,1.23,0,6.98809
1.54,1,1.24,1,7.00113
1.54,1,1.25,0,6.95069
1.54,1,1.26,1,6.96681
1.54,1,1.27,0,6.91375
1.54,1,1.28,1,6.93289
1.54,1,1.29,0,6.87716
1.54,1,1.3,1,6.89924
1.54,1,1.31,0,6.8408
1.54,1,1.32,1,6.86575
1.54,1,1.33,0,6.80457
1.54,1,1.34,1,6.8323
1.54,1,1.35,0,6.76838
1.54,1,1.36,1,6.79878
1.54,1,1.37,0,6.73214
1.54,1,1.38,1,6.7651
1.54,1,1.39,0,6.69579
1.54,1,1.4,1,6.73118
1.54,1,1.41,0,6.65927
1.54,1,1.42,1,6.69693
1.54,1,1.43,0,6.62254
1.54,1,1.44,1,6.6623
1.54,1,1.45,0,6.58557
1.54,1,1.46,1,6.62725
1.54,1,1.47,0,6.54837
1.54,1,1.48,1,6.59175
1.54,1,1.49,0,6.51095
1.54,1,1.5,1,6.5558
1.55,0,0.01,0,5.27429
1.55,0,0.02,1,5.19939
1.55,0,0.03,0,5.46271
1.55,0,0.04,1,5.399
1.55,0,0.05,0,5.60668
1.55,0,0.06,1,5.55038
1.55,0,0.07,0,5.72049
1.55,0,0.08,1,5.67108
1.55,0,0.09,0,5.81393
1.55,0,0.1,1,5.7713
1.55,0,0.11,0,5.89325
1.55,0,0.12,1,5.85702
1.55,0,0.13,0,5.96229
1.55,0,0.14,1,5.93175
1.55,0,0.15,0,6.02331
1.55,0,0.16,1,5.99754
1.55,0,0.17,0,6.07749
1.55,0,0.18,1,6.05536
1.55,0,0.19,0,6.12517
1.55,0,0.2,1,6.10528
1.55,0,0.21,0,6.16579
1.55,0,0.22,1,6.1463
1.55,0,0.23,0,6.19764
1.55,0,0.24,1,6.17603
1.55,0,0.25,0,6.21757
1.55,0,0.26,1,6.19057
1.55,0,0.27,0,6.22098
1.55,0,0.28,1,6.18523
1.55,0,0.29,0,6.20318
1.55,0,0.3,1,6.1574
1.55,0,0.31,0,6.16322
1.55,0,0.32,1,6.11109
1.55,0,0.33,0,6.10799
1.55,0,0.34,1,6.05762
1.55,0,0.35,0,6.05044
1.55,0,0.36,1,6.00954
1.55,0,0.37,0,6.00226
1.55,0,0.38,1,5.97458
1.55,0,0.39,0,5.96916
1.55,0,0.4,1,5.95428
1.55,0,0.41,0,5.95079
1.55,0,0.42,1,5.94577
1.55,0,0.43,0,5.94329
1.55,0,0.44,1,5.94473
1.55,0,0.45,0,5.94221
1.55,0,0.46,1,5.94738
1.55,0,0.47,0,5.94406
1.55,0,0.48,1,5.95118
1.55,0,0.49,0,5.9466
1.55,0,0.5,1,5.95459
1.55,0,0.51,0,5.9485
1.55,0,0.52,1,5.95674
1.55,0,0.53,0,5.94905
1.55,0,0.54,1,5.95723
1.55,0,0.55,0,5.94793
1.55,0,0.56,1,5.95592
1.55,0,0.57,0,5.94507
1.55,0,0.58,1,5.95288
1.55,0,0.59,0,5.94061
1.55,0,0.6,1,5.94842
1.55,0,0.61,0,5.93495
1.55,0,0.62,1,5.94317
1.55,0,0.63,0,5.92891
1.55,0,0.64,1,5.93827
1.55,0,0.65,0,5.92395
1.55,0,0.66,1,5.93579
1.55,0,0.67,0,5.92264
1.55,0,0.68,1,5.93928
1.55,0,0.69,0,5.92945
1.55,0,0.7,1,5.95477
1.55,0,0.71,0,5.9518
1.55,0,0.72,1,5.99196
1.55,0,0.73,0,6.00143
1.55,0,0.74,1,6.06521
1.55,0,0.75,0,6.0948
1.55,0,0.76,1,6.19194
1.55,0,0.77,0,6.24939
1.55,0,0.78,1,6.38311
1.55,0,0.79,0,6.46887
1.55,0,0.8,1,6.62141
1.55,0,0.81,0,6.71928
1.55,0,0.82,1,6.85305
1.55,0,0.83,0,6.94092
1.55,0,0.84,1,7.03917
1.55,0,0.85,0,7.1133
1.55,0,0.86,1,7.18941
1.55,0,0.87,0,7.25186
1.55,0,0.88,1,7.31109
1.55,0,0.89,0,7.35666
1.55,0,0.9,1,7.39642
1.55,0,0.91,0,7.4237
1.55,0,0.92,1,7.44683
1.55,0,0.93,0,7.45916
1.55,0,0.94,1,7.47045
1.55,0,0.95,0,7.47116
1.55,0,0.96,1,7.47389
1.55,0,0.97,0,7.46524
1.55,0,0.98,1,7.46164
1.55,0,0.99,0,7.4454
1.55,0,1,1,7.43742
1.55,0,1.01,0,7.41516
1.55,0,1.02,1,7.40461
1.55,0,1.03,0,7.37768
1.55,0,1.04,1,7.3662
1.55,0,1.05,0,7.33566
1.55,0,1.06,1,7.32459
1.55,0,1.07,0,7.29124
1.55,0,1.08,1,7.28161
1.55,0,1.09,0,7.24597
1.55,0,1.1,1,7.23853
1.55,0,1.11,0,7.20095
1.55,0,1.12,1,7.19619
1.55,0,1.13,0,7.15686
1.55,0,1.14,1,7.15508
1.55,0,1.15,0,7.11407
1.55,0,1.16,1,7.11545
1.55,0,1.17,0,7.07278
1.55,0,1.18,1,7.07739
1.55,0,1.19,0,7.03302
1.55,0,1.2,1,7.04088
1.55,0,1.21,0,6.99475
1.55,0,1.22,1,7.00582
1.55,0,1.23,0,6.95786
1.55,0,1.24,1,6.9721
1.55,0,1.25,0,6.92222
1.55,0,1.26,1,6.93957
1.55,0,1.27,0,6.88767
1.55,0,1.28,1,6.90806
1.55,0,1.29,0,6.85406
1.55,0,1.3,1,6.87741
1.55,0,1.31,0,6.82122
1.55,0,1.32,1,6.84746
1.55,0,1.33,0,6.789
1.55,0,1.34,1,6.81805
1.55,0,1.35,0,6.75724
1.55,0,1.36,1,6.78902
1.55,0,1.37,0,6.72579
1.55,0,1.38,1,6.76023
1.55,0,1.39,0,6.69452
1.55,0,1.4,1,6.73153
1.55,0,1.41,0,6.6633
1.55,0,1.42,1,6.70279
1.55,0,1.43,0,6.63203
1.55,0,1.44,1,6.67389
1.55,0,1.45,0,6.60059
1.55,0,1.46,1,6.64473
1.55,0,1.47,0,6.56891
1.55,0,1.48,1,6.61519
1.55,0,1.49,0,6.53691
1.55,0,1.5,1,6.5852
1.56,1,0.01,0,5.1446
1.56,1,0.02,1,5.09213
1.56,1,0.03,0,5.29845
1.56,1,0.04,1,5.25597
1.56,1,0.05,0,5.41563
1.56,1,0.06,1,5.37593
1.56,1,0.07,0,5.5067
1.56,1,0.08,1,5.46889
1.56,1,0.09,0,5.57973
1.56,1,0.1,1,5.54429
1.56,1,0.11,0,5.64041
1.56,1,0.12,1,5.60775
1.56,1,0.13,0,5.69241
1.56,1,0.14,1,5.6626
1.56,1,0.15,0,5.73797
1.56,1,0.16,1,5.71073
1.56,1,0.17,0,5.7783
1.56,1,0.18,1,5.75305
1.56,1,0.19,0,5.81378
1.56,1,0.2,1,5.78959
1.56,1,0.21,0,5.84393
1.56,1,0.22,1,5.81934
1.56,1,0.23,0,5.86716
1.56,1,0.24,1,5.83998
1.56,1,0.25,0,5.88043
1.56,1,0.26,1,5.84756
1.56,1,0.27,0,5.87911
1.56,1,0.28,1,5.83708
1.56,1,0.29,0,5.85817
1.56,1,0.3,1,5.80514
1.56,1,0.31,0,5.81573
1.56,1,0.32,1,5.75456
1.56,1,0.33,0,5.7576
1.56,1,0.34,1,5.69601
1.56,1,0.35,0,5.69626
1.56,1,0.36,1,5.64223
1.56,1,0.37,0,5.64362
1.56,1,0.38,1,5.60158
1.56,1,0.39,0,5.60593
1.56,1,0.4,1,5.57638
1.56,1,0.41,0,5.58363
1.56,1,0.42,1,5.56441
1.56,1,0.43,0,5.57345
1.56,1,0.44,1,5.56159
1.56,1,0.45,0,5.57114
1.56,1,0.46,1,5.56412
1.56,1,0.47,0,5.57317
1.56,1,0.48,1,5.56927
1.56,1,0.49,0,5.57719
1.56,1,0.5,1,5.57534
1.56,1,0.51,0,5.58176
1.56,1,0.52,1,5.58136
1.56,1,0.53,0,5.58607
1.56,1,0.54,1,5.58682
1.56,1,0.55,0,5.58973
1.56,1,0.56,1,5.5915
1.56,1,0.57,0,5.5926
1.56,1,0.58,1,5.59544
1.56,1,0.59,0,5.5948
1.56,1,0.6,1,5.59888
1.56,1,0.61,0,5.59669
1.56,1,0.62,1,5.60241
1.56,1,0.63,0,5.59905
1.56,1,0.64,1,5.60716
1.56,1,0.65,0,5.60331
1.56,1,0.66,1,5.61516
1.56,1,0.67,0,5.61207
1.56,1,0.68,1,5.63003
1.56,1,0.69,0,5.62985
1.56,1,0.7,1,5.65791
1.56,1,0.71,0,5.66427
1.56,1,0.72,1,5.70884
1.56,1,0.73,0,5.72748
1.56,1,0.74,1,5.798
1.56,1,0.75,0,5.837
1.56,1,0.76,1,5.94458
1.56,1,0.77,0,6.01245
1.56,1,0.78,1,6.16292
1.56,1,0.79,0,6.26137
1.56,1,0.8,1,6.44002
1.56,1,0.81,0,6.55327
1.56,1,0.82,1,6.72027
1.56,1,0.83,0,6.82265
1.56,1,0.84,1,6.95082
1.56,1,0.85,0,7.03402
1.56,1,0.86,1,7.13017
1.56,1,0.87,0,7.19685
1.56,1,0.88,1,7.26784
1.56,1,0.89,0,7.31592
1.56,1,0.9,1,7.36237
1.56,1,0.91,0,7.39242
1.56,1,0.92,1,7.41916
1.56,1,0.93,0,7.4352
1.56,1,0.94,1,7.44824
1.56,1,0.95,0,7.45365
1.56,1,0.96,1,7.45712
1.56,1,0.97,0,7.45399
1.56,1,0.98,1,7.45059
1.56,1,0.99,0,7.44044
1.56,1,1,1,7.43237
1.56,1,1.01,0,7.41652
1.56,1,1.02,1,7.40572
1.56,1,1.03,0,7.38529
1.56,1,1.04,1,7.37339
1.56,1,1.05,0,7.34928
1.56,1,1.06,1,7.3376
1.56,1,1.07,0,7.31044
1.56,1,1.08,1,7.29999
1.56,1,1.09,0,7.27019
1.56,1,1.1,1,7.26168
1.56,1,1.11,0,7.2295
1.56,1,1.12,1,7.22341
1.56,1,1.13,0,7.18899
1.56,1,1.14,1,7.18564
1.56,1,1.15,0,7.14902
1.56,1,1.16,1,7.14859
1.56,1,1.17,0,7.10975
1.56,1,1.18,1,7.11236
1.56,1,1.19,0,7.07126
1.56,1,1.2,1,7.07695
1.56,1,1.21,0,7.03354
1.56,1,1.22,1,7.04231
1.56,1,1.23,0,6.9965
1.56,1,1.24,1,7.00835
1.56,1,1.25,0,6.96007
1.56,1,1.26,1,6.97496
1.56,1,1.27,0,6.92415
1.56,1,1.28,1,6.94203
1.56,1,1.29,0,6.88861
1.56,1,1.3,1,6.90943
1.56,1,1.31,0,6.85336
1.56,1,1.32,1,6.87704
1.56,1,1.33,0,6.81828
1.56,1,1.34,1,6.84474
1.56,1,1.35,0,6.78327
1.56,1,1.36,1,6.81244
1.56,1,1.37,0,6.74824
1.56,1,1.38,1,6.78001
1.56,1,1.39,0,6.71312
1.56,1,1.4,1,6.74738
1.56,1,1.41,0,6.67783
1.56,1,1.42,1,6.71446
1.56,1,1.43,0,6.64233
1.56,1,1.44,1,6.68117
1.56,1,1.45,0,6.60657
1.56,1,1.46,1,6.64747
1.56,1,1.47,0,6.57054
1.56,1,1.48,1,6.61331
1.56,1,1.49,0,6.53424
1.56,1,1.5,1,6.57867
1.57,0,0.01,0,5.28991
1.57,0,0.02,1,5.21979
1.57,0,0.03,0,5.47429
1.57,0,0.04,1,5.41453
1.57,0,0.05,0,5.61561
1.57,0,0.06,1,5.56295
1.57,0,0.07,0,5.72765
1.57,0,0.08,1,5.68168
1.57,0,0.09,0,5.8199
1.57,0,0.1,1,5.7805
1.57,0,0.11,0,5.89839
1.57,0,0.12,1,5.86517
1.57,0,0.13,0,5.96683
1.57,0,0.14,1,5.93908
1.57,0,0.15,0,6.0274
1.57,0,0.16,1,6.00417
1.57,0,0.17,0,6.08121
1.57,0,0.18,1,6.06136
1.57,0,0.19,0,6.1285
1.57,0,0.2,1,6.1106
1.57,0,0.21,0,6.1686
1.57,0,0.22,1,6.15075
1.57,0,0.23,0,6.19967
1.57,0,0.24,1,6.17928
1.57,0,0.25,0,6.21837
1.57,0,0.26,1,6.19209
1.57,0,0.27,0,6.21995
1.57,0,0.28,1,6.18452
1.57,0,0.29,0,6.1999
1.57,0,0.3,1,6.15452
1.57,0,0.31,0,6.15801
1.57,0,0.32,1,6.10701
1.57,0,0.33,0,6.10212
1.57,0,0.34,1,6.05386
1.57,0,0.35,0,6.04546
1.57,0,0.36,1,6.00735
1.57,0,0.37,0,5.99922
1.57,0,0.38,1,5.97448
1.57,0,0.39,0,5.96835
1.57,0,0.4,1,5.95613
1.57,0,0.41,0,5.95191
1.57,0,0.42,1,5.9491
1.57,0,0.43,0,5.94583
1.57,0,0.44,1,5.94905
1.57,0,0.45,0,5.94572
1.57,0,0.46,1,5.95235
1.57,0,0.47,0,5.94823
1.57,0,0.48,1,5.95658
1.57,0,0.49,0,5.95121
1.57,0,0.5,1,5.96026
1.57,0,0.51,0,5.95344
1.57,0,0.52,1,5.96261
1.57,0,0.53,0,5.95424
1.57,0,0.54,1,5.96323
1.57,0,0.55,0,5.95329
1.57,0,0.56,1,5.96196
1.57,0,0.57,0,5.95049
1.57,0,0.58,1,5.95884
1.57,0,0.59,0,5.94593
1.57,0,0.6,1,5.95406
1.57,0,0.61,0,5.93988
1.57,0,0.62,1,5.94808
1.57,0,0.63,0,5.93293
1.57,0,0.64,1,5.94173
1.57,0,0.65,0,5.92611
1.57,0,0.66,1,5.9365
1.57,0,0.67,0,5.92132
1.57,0,0.68,1,5.93499
1.57,0,0.69,0,5.92184
1.57,0,0.7,1,5.94171
1.57,0,0.71,0,5.93327
1.57,0,0.72,1,5.9641
1.57,0,0.73,0,5.96474
1.57,0,0.74,1,6.01381
1.57,0,0.75,0,6.03007
1.57,0,0.76,1,6.10693
1.57,0,0.77,0,6.14696
1.57,0,0.78,1,6.25973
1.57,0,0.79,0,6.32924
1.57,0,0.8,1,6.47354
1.57,0,0.81,0,6.56622
1.57,0,0.82,1,6.71314
1.57,0,0.83,0,6.80721
1.57,0,0.84,1,6.92351
1.57,0,0.85,0,7.00392
1.57,0,0.86,1,7.08999
1.57,0,0.87,0,7.15886
1.57,0,0.88,1,7.22753
1.57,0,0.89,0,7.28286
1.57,0,0.9,1,7.33304
1.57,0,0.91,0,7.36987
1.57,0,0.92,1,7.40096
1.57,0,0.93,0,7.42065
1.57,0,0.94,1,7.4373
1.57,0,0.95,0,7.44369
1.57,0,0.96,1,7.45031
1.57,0,0.97,0,7.44625
1.57,0,0.98,1,7.44565
1.57,0,0.99,0,7.43316
1.57,0,1,1,7.4274
1.57,0,1.01,0,7.40816
1.57,0,1.02,1,7.39914
1.57,0,1.03,0,7.37463
1.57,0,1.04,1,7.36404
1.57,0,1.05,0,7.33547
1.57,0,1.06,1,7.32477
1.57,0,1.07,0,7.29307
1.57,0,1.08,1,7.28339
1.57,0,1.09,0,7.24923
1.57,0,1.1,1,7.24142
1.57,0,1.11,0,7.20522
1.57,0,1.12,1,7.19986
1.57,0,1.13,0,7.16188
1.57,0,1.14,1,7.15933
1.57,0,1.15,0,7.1197
1.57,0,1.16,1,7.12018
1.57,0,1.17,0,7.07895
1.57,0,1.18,1,7.08255
1.57,0,1.19,0,7.03971
1.57,0,1.2,1,7.04648
1.57,0,1.21,0,7.00197
1.57,0,1.22,1,7.01189
1.57,0,1.23,0,6.96566
1.57,0,1.24,1,6.97868
1.57,0,1.25,0,6.93064
1.57,0,1.26,1,6.94671
1.57,0,1.27,0,6.89678
1.57,0,1.28,1,6.91583
1.57,0,1.29,0,6.86391
1.57,0,1.3,1,6.88588
1.57,0,1.31,0,6.83188
1.57,0,1.32,1,6.8567
1.57,0,1.33,0,6.80053
1.57,0,1.34,1,6.82813
1.57,0,1.35,0,6.7697
1.57,0,1.36,1,6.80001
1.57,0,1.37,0,6.73925
1.57,0,1.38,1,6.77219
1.57,0,1.39,0,6.70903
1.57,0,1.4,1,6.74454
1.57,0,1.41,0,6.67892
1.57,0,1.42,1,6.71692
1.57,0,1.43,0,6.6488
1.57,0,1.44,1,6.6892
1.57,0,1.45,0,6.61855
1.57,0,1.46,1,6.66126
1.57,0,1.47,0,6.58809
1.57,0,1.48,1,6.63301
1.57,0,1.49,0,6.55733
1.57,0,1.5,1,6.60434
1.58,1,0.01,0,5.15912
1.58,1,0.02,1,5.11072
1.58,1,0.03,0,5.30957
1.58,1,0.04,1,5.27012
1.58,1,0.05,0,5.42455
1.58,1,0.06,1,5.3877
1.58,1,0.07,0,5.51418
1.58,1,0.08,1,5.47921
1.58,1,0.09,0,5.58627
1.58,1,0.1,1,5.55366
1.58,1,0.11,0,5.64634
1.58,1,0.12,1,5.61648
1.58,1,0.13,0,5.69796
1.58,1,0.14,1,5.67086
1.58,1,0.15,0,5.74326
1.58,1,0.16,1,5.71862
1.58,1,0.17,0,5.78341
1.58,1,0.18,1,5.76061
