N/100,pN,Z/100,pZ,BE/A(MeV),przewidywane_BE/A(MeV)
1.05,0,0.81,0,7.83753,7.84469
1.04,1,0.82,1,7.80535,7.8107
1.03,0,0.83,0,7.73912,7.7523
1.02,1,0.84,1,7.69595,7.71503
1.14,1,0.73,0,7.96321,7.96679
1.13,0,0.74,1,7.97512,7.98025
1.12,1,0.75,0,7.97795,7.98539
1.11,0,0.76,1,7.97378,7.98278
1.1,1,0.77,0,7.96067,7.9697
1.09,0,0.78,1,7.94117,7.95256
1.08,1,0.79,0,7.91743,7.92493
1.07,0,0.8,1,7.88699,7.89407
1.06,1,0.81,0,7.85246,7.8565
1.05,0,0.82,1,7.8084,7.81366
1.04,1,0.83,0,7.75821,7.77008
1.03,0,0.84,1,7.70476,7.7179
1.15,0,0.73,0,7.94632,7.94504
1.14,1,0.74,1,7.96905,7.97728
1.13,0,0.75,0,7.96675,7.97073
1.12,1,0.76,1,7.97386,7.98314
1.11,0,0.77,0,7.95485,7.96264
1.1,1,0.78,1,7.9479,7.95636
1.09,0,0.79,0,7.91475,7.92403
1.08,1,0.8,1,7.89905,7.90279
1.07,0,0.81,0,7.85305,7.85923
1.06,1,0.82,1,7.82484,7.82849
1.05,0,0.83,0,7.76419,7.77412
1.04,1,0.84,1,7.72465,7.73907
1.15,0,0.74,1,7.95345,7.95552
1.14,1,0.75,0,7.96181,7.96753
1.13,0,0.76,1,7.963,7.97046
1.12,1,0.77,0,7.95602,7.9635
1.11,0,0.78,1,7.9414,7.95152
1.1,1,0.79,0,7.92199,7.92884
1.09,0,0.8,1,7.89692,7.90291
1.08,1,0.81,0,7.86627,7.86903
1.07,0,0.82,1,7.8263,7.83056
1.06,1,0.83,0,7.781,7.78978
1.05,0,0.84,1,7.73113,7.74118
1.16,1,0.74,1,7.94757,7.95047
1.15,0,0.75,0,7.95005,7.95043
1.14,1,0.76,1,7.9621,7.96939
1.13,0,0.77,0,7.9477,7.95392
1.12,1,0.78,1,7.94649,7.95371
1.11,0,0.79,0,7.91883,7.92584
1.1,1,0.8,1,7.90702,7.90955
1.09,0,0.81,0,7.86606,7.87026
1.08,1,0.82,1,7.84113,7.84306
1.07,0,0.83,0,7.78534,7.79275
1.06,1,0.84,1,7.74946,7.76009
1.17,0,0.74,1,7.93144,7.92598
1.16,1,0.75,0,7.94396,7.94504
1.15,0,0.76,1,7.95057,7.95387
1.14,1,0.77,0,7.94811,7.95324
1.13,0,0.78,1,7.93873,7.94648
1.12,1,0.79,0,7.92468,7.92904
1.11,0,0.8,1,7.9038,7.90807
1.1,1,0.81,0,7.87714,7.87816
1.09,0,0.82,1,7.84136,7.84419
1.08,1,0.83,0,7.80066,7.80634
1.07,0,0.84,1,7.75379,7.7615
1.06,1,0.85,0,7.70292,7.71903
1.17,0,0.75,0,7.93024,7.92568
1.16,1,0.76,1,7.94852,7.95121
1.15,0,0.77,0,7.939,7.94118
1.14,1,0.78,1,7.94249,7.94715
1.13,0,0.79,0,7.9201,7.92387
1.12,1,0.8,1,7.91207,7.91278
1.11,0,0.81,0,7.87602,7.87779
1.1,1,0.82,1,7.85467,7.85441
1.09,0,0.83,0,7.80361,7.80821
1.08,1,0.84,1,7.77107,7.77812
1.07,0,0.85,0,7.70973,7.72118
1.18,1,0.75,0,7.92394,7.91763
1.17,0,0.76,1,7.93627,7.93288
1.16,1,0.77,0,7.93813,7.9388
1.15,0,0.78,1,7.93379,7.93742
1.14,1,0.79,0,7.92416,7.92552
1.13,0,0.8,1,7.90797,7.90953
1.12,1,0.81,0,7.88534,7.88388
1.11,0,0.82,1,7.85392,7.85451
1.1,1,0.83,0,7.81717,7.81978
1.09,0,0.84,1,7.77395,7.77888
1.08,1,0.85,0,7.72711,7.73884
1.07,0,0.86,1,7.67585,7.689
1.18,1,0.76,1,7.93202,7.92839
1.17,0,0.77,0,7.92849,7.92434
1.16,1,0.78,1,7.93594,7.93659
1.15,0,0.79,0,7.91877,7.91811
1.14,1,0.8,1,7.9146,7.91246
1.13,0,0.81,0,7.88352,7.88183
1.12,1,0.82,1,7.86542,7.86256
1.11,0,0.83,0,7.81922,7.8205
1.1,1,0.84,1,7.78929,7.7932
1.09,0,0.85,0,7.73225,7.74013
1.08,1,0.86,1,7.695,7.70979
1.19,0,0.76,1,7.91774,7.90732
1.18,1,0.77,0,7.92491,7.92001
1.17,0,0.78,1,7.92655,7.92427
1.16,1,0.79,0,7.92138,7.9182
1.15,0,0.8,1,7.9094,7.90728
1.14,1,0.81,0,7.89073,7.88619
1.13,0,0.82,1,7.86391,7.86151
1.12,1,0.83,0,7.83076,7.83011
1.11,0,0.84,1,7.79101,7.7933
1.1,1,0.85,0,7.74809,7.75578
1.09,0,0.86,1,7.70038,7.70926
1.2,1,0.76,1,7.91223,7.90063
1.19,0,0.77,0,7.91415,7.90326
1.18,1,0.78,1,7.92653,7.92189
1.17,0,0.79,0,7.91486,7.90853
1.16,1,0.8,1,7.91437,7.90853
1.15,0,0.81,0,7.88829,7.88235
1.14,1,0.82,1,7.87334,7.86749
1.13,0,0.83,0,7.8319,7.82961
1.12,1,0.84,1,7.80477,7.80534
1.11,0,0.85,0,7.75201,7.75622
1.1,1,0.86,1,7.71799,7.72786
1.2,1,0.77,0,7.909,7.89664
1.19,0,0.78,1,7.91597,7.90694
1.18,1,0.79,0,7.91565,7.90697
1.17,0,0.8,1,7.90864,7.90126
1.16,1,0.81,0,7.89351,7.88505
1.15,0,0.82,1,7.87128,7.86515
1.14,1,0.83,0,7.84163,7.83733
1.13,0,0.84,1,7.80553,7.80477
1.12,1,0.85,0,7.76602,7.76985
1.11,0,0.86,1,7.72212,7.72684
1.1,1,0.87,0,7.67376,7.68795
1.2,1,0.78,1,7.91415,7.90284
1.19,0,0.79,0,7.90857,7.89506
1.18,1,0.8,1,7.91155,7.90088
1.17,0,0.81,0,7.8903,7.87934
1.16,1,0.82,1,7.87897,7.86916
1.15,0,0.83,0,7.84119,7.83554
1.14,1,0.84,1,7.81756,7.81455
1.13,0,0.85,0,7.76937,7.76944
1.12,1,0.86,1,7.73772,7.74321
1.11,0,0.87,0,7.6792,7.68712
1.22,1,0.77,0,7.89121,7.86836
1.21,0,0.78,1,7.9023,7.88526
1.2,1,0.79,0,7.90694,7.89168
1.19,0,0.8,1,7.90528,7.89139
1.18,1,0.81,0,7.89388,7.88039
1.17,0,0.82,1,7.87574,7.86537
1.16,1,0.83,0,7.84952,7.84142
1.15,0,0.84,1,7.8175,7.81324
1.14,1,0.85,0,7.78149,7.78109
1.13,0,0.86,1,7.74075,7.74177
1.12,1,0.87,0,7.69526,7.70506
1.22,1,0.78,1,7.8992,7.87919
1.21,0,0.79,0,7.89849,7.87756
1.2,1,0.8,1,7.9059,7.88938
1.19,0,0.81,0,7.8897,7.87274
1.18,1,0.82,1,7.88181,7.86752
1.17,0,0.83,0,7.8485,7.83826
1.16,1,0.84,1,7.82744,7.82083
1.15,0,0.85,0,7.78376,7.77981
1.14,1,0.86,1,7.75493,7.75587
1.13,0,0.87,0,7.70033,7.70357
1.23,0,0.78,1,7.88583,7.85902
1.22,1,0.79,0,7.89517,7.87211
1.21,0,0.8,1,7.89756,7.87757
1.2,1,0.81,0,7.89127,7.87211
1.19,0,0.82,1,7.87788,7.8621
1.18,1,0.83,0,7.85481,7.84235
1.17,0,0.84,1,7.82656,7.81868
1.16,1,0.85,0,7.79415,7.78949
1.15,0,0.86,1,7.75684,7.75404
1.14,1,0.87,0,7.71484,7.71953
1.13,0,0.88,1,7.66941,7.67475
1.24,1,0.78,1,7.88156,7.85063
1.23,0,0.79,0,7.88591,7.85586
1.22,1,0.8,1,7.89685,7.87386
1.21,0,0.81,0,7.88622,7.86248
1.2,1,0.82,1,7.88215,7.86247
1.19,0,0.83,0,7.85254,7.83773
1.18,1,0.84,1,7.83481,7.82416
1.17,0,0.85,0,7.79454,7.7873
1.16,1,0.86,1,7.7693,7.76585
1.15,0,0.87,0,7.71904,7.71745
1.14,1,0.88,1,7.68557,7.69335
1.24,1,0.79,0,7.88086,7.84798
1.23,0,0.8,1,7.88748,7.85965
1.22,1,0.81,0,7.88605,7.86006
1.21,0,0.82,1,7.8774,7.85528
1.2,1,0.83,0,7.85747,7.84004
1.19,0,0.84,1,7.83286,7.82102
1.18,1,0.85,0,7.80365,7.79504
1.17,0,0.86,1,7.77019,7.76364
1.16,1,0.87,0,7.73171,7.73142
1.15,0,0.88,1,7.6895,7.68993
1.24,1,0.8,1,7.88554,7.85406
1.23,0,0.81,0,7.88002,7.84843
1.22,1,0.82,1,7.87993,7.85388
1.21,0,0.83,0,7.85422,7.83387
1.2,1,0.84,1,7.83908,7.82446
1.19,0,0.85,0,7.80355,7.79189
1.18,1,0.86,1,7.78057,7.77318
1.17,0,0.87,0,7.73469,7.72876
1.16,1,0.88,1,7.70414,7.7063
1.25,0,0.8,1,7.87473,7.83741
1.24,1,0.81,0,7.87839,7.84405
1.23,0,0.82,1,7.87433,7.84476
1.22,1,0.83,0,7.85732,7.83441
1.21,0,0.84,1,7.83622,7.8202
1.2,1,0.85,0,7.81021,7.79772
1.19,0,0.86,1,7.78072,7.77052
1.18,1,0.87,0,7.74569,7.74072
1.17,0,0.88,1,7.707,7.70272
1.16,1,0.89,0,7.66285,7.6691
1.26,1,0.8,1,7.86917,7.82971
1.25,0,0.81,0,7.87172,7.83042
1.24,1,0.82,1,7.87536,7.84158
1.23,0,0.83,0,7.85332,7.82661
1.22,1,0.84,1,7.8406,7.82167
1.21,0,0.85,0,7.80884,7.79352
1.2,1,0.86,1,7.78904,7.77783
1.19,0,0.87,0,7.74694,7.73749
1.18,1,0.88,1,7.7198,7.71681
1.17,0,0.89,0,7.66788,7.66488
1.27,0,0.8,1,7.84861,7.81062
1.26,1,0.81,0,7.8668,7.82382
1.25,0,0.82,1,7.86987,7.8304
1.24,1,0.83,0,7.85451,7.82532
1.23,0,0.84,1,7.83667,7.81611
1.22,1,0.85,0,7.81396,7.79745
1.21,0,0.86,1,7.788,7.77463
1.2,1,0.87,0,7.75625,7.74743
1.19,0,0.88,1,7.7216,7.71313
1.18,1,0.89,0,7.6811,7.68141
1.28,1,0.8,1,7.83419,7.80046
1.27,0,0.81,0,7.84718,7.80823
1.26,1,0.82,1,7.86745,7.82535
1.25,0,0.83,0,7.84985,7.81582
1.24,1,0.84,1,7.83936,7.81565
1.23,0,0.85,0,7.81156,7.79212
1.22,1,0.86,1,7.79427,7.77975
1.21,0,0.87,0,7.7569,7.74361
1.2,1,0.88,1,7.73202,7.72491
1.19,0,0.89,0,7.68486,7.67685
1.18,1,0.9,1,7.65259,7.65692
1.28,1,0.81,0,7.8334,7.79908
1.27,0,0.82,1,7.84865,7.81201
1.26,1,0.83,0,7.84799,7.81258
1.25,0,0.84,1,7.83519,7.80862
1.24,1,0.85,0,7.81478,7.79415
1.23,0,0.86,1,7.79217,7.7759
1.22,1,0.87,0,7.76369,7.75154
1.21,0,0.88,1,7.73302,7.72111
1.2,1,0.89,0,7.69585,7.69136
1.29,0,0.81,0,7.81359,7.78158
1.28,1,0.82,1,7.83597,7.80492
1.27,0,0.83,0,7.83254,7.80133
1.26,1,0.84,1,7.83435,7.80625
1.25,0,0.85,0,7.81166,7.78759
1.24,1,0.86,1,7.79667,7.77886
1.23,0,0.87,0,7.76307,7.74708
1.22,1,0.88,1,7.74137,7.73057
1.21,0,0.89,0,7.6979,7.68652
1.2,1,0.9,1,7.66908,7.66774
1.3,1,0.81,0,7.79979,7.76946
1.29,0,0.82,1,7.81701,7.78934
1.28,1,0.83,0,7.81977,7.79597
1.27,0,0.84,1,7.81878,7.79759
1.26,1,0.85,0,7.81135,7.7877
1.25,0,0.86,1,7.79394,7.7742
1.24,1,0.87,0,7.76836,7.75298
1.23,0,0.88,1,7.74109,7.72664
1.22,1,0.89,0,7.70719,7.69896
1.21,0,0.9,1,7.67169,7.66212
1.3,1,0.82,1,7.80432,7.77998
1.29,0,0.83,0,7.80331,7.78293
1.28,1,0.84,1,7.81024,7.79326
1.27,0,0.85,0,7.79834,7.77981
1.26,1,0.86,1,7.7948,7.77506
1.25,0,0.87,0,7.76685,7.74781
1.24,1,0.88,1,7.74751,7.73378
1.23,0,0.89,0,7.70855,7.69386
1.22,1,0.9,1,7.68206,7.67636
1.21,0,0.91,0,7.63364,7.6245
1.32,1,0.81,0,7.76543,7.73454
1.31,0,0.82,1,7.78517,7.76211
1.3,1,0.83,0,7.79102,7.7752
1.29,0,0.84,1,7.79402,7.78281
1.28,1,0.85,0,7.79,7.77792
1.27,0,0.86,1,7.78218,7.76943
1.26,1,0.87,0,7.76845,7.75169
1.25,0,0.88,1,7.74647,7.72962
1.24,1,0.89,0,7.71553,7.70421
1.23,0,0.9,1,7.68385,7.6709
1.22,1,0.91,0,7.64476,7.64175
1.32,1,0.82,1,7.77239,7.75017
1.31,0,0.83,0,7.7735,7.76038
1.3,1,0.84,1,7.78512,7.77643
1.29,0,0.85,0,7.77637,7.76862
1.28,1,0.86,1,7.7771,7.76821
1.27,0,0.87,0,7.75774,7.74571
1.26,1,0.88,1,7.74917,7.73447
1.25,0,0.89,0,7.71584,7.69883
1.24,1,0.9,1,7.69232,7.68278
1.23,0,0.91,0,7.64758,7.63484
1.33,0,0.82,1,7.75274,7.72994
1.32,1,0.83,0,7.76172,7.74996
1.31,0,0.84,1,7.76818,7.76407
1.3,1,0.85,0,7.76786,7.7646
1.29,0,0.86,1,7.76381,7.76142
1.28,1,0.87,0,7.75326,7.74753
1.27,0,0.88,1,7.73932,7.72996
1.26,1,0.89,0,7.71941,7.70706
1.25,0,0.9,1,7.69303,7.6775
1.24,1,0.91,0,7.6571,7.65001
1.23,0,0.92,1,7.62062,7.61102
1.33,0,0.83,0,7.7435,7.73336
1.32,1,0.84,1,7.75882,7.75547
1.31,0,0.85,0,7.753,7.75381
1.3,1,0.86,1,7.75866,7.7581
1.29,0,0.87,0,7.74245,7.74065
1.28,1,0.88,1,7.73735,7.73255
1.27,0,0.89,0,7.71126,7.70136
1.26,1,0.9,1,7.69766,7.68699
1.25,0,0.91,0,7.65931,7.6431
1.24,1,0.92,1,7.63131,7.62788
1.34,1,0.83,0,7.73185,7.71985
1.33,0,0.84,1,7.74136,7.74108
1.32,1,0.85,0,7.74462,7.74749
1.31,0,0.86,1,7.7444,7.74997
1.3,1,0.87,0,7.73777,7.74037
1.29,0,0.88,1,7.72691,7.72754
1.28,1,0.89,0,7.71034,7.70743
1.27,0,0.9,1,7.69059,7.68186
1.26,1,0.91,0,7.66458,7.65613
1.35,0,0.83,0,7.71283,7.70146
1.34,1,0.84,1,7.73153,7.73005
1.33,0,0.85,0,7.72913,7.73515
1.32,1,0.86,1,7.73875,7.74452
1.31,0,0.87,0,7.72672,7.73247
1.3,1,0.88,1,7.725,7.72787
1.29,0,0.89,0,7.70218,7.70135
1.28,1,0.9,1,7.6916,7.68894
1.27,0,0.91,0,7.65904,7.64926
1.26,1,0.92,1,7.64072,7.63483
1.35,0,0.84,1,7.71333,7.71351
1.34,1,0.85,0,7.7202,7.72629
1.33,0,0.86,1,7.72378,7.73488
1.32,1,0.87,0,7.72117,7.73001
1.31,0,0.88,1,7.71405,7.72221
1.3,1,0.89,0,7.70055,7.70525
1.29,0,0.9,1,7.68372,7.68388
1.28,1,0.91,0,7.66157,7.6601
1.27,0,0.92,1,7.63633,7.62772
1.26,1,0.93,0,7.60458,7.60094
1.36,1,0.84,1,7.70322,7.69978
1.35,0,0.85,0,7.7037,7.71234
1.34,1,0.86,1,7.71725,7.72719
1.33,0,0.87,0,7.70974,7.72098
1.32,1,0.88,1,7.7117,7.72029
1.31,0,0.89,0,7.69235,7.69868
1.3,1,0.9,1,7.68459,7.68855
1.37,0,0.84,1,7.68448,7.68099
1.36,1,0.85,0,7.69448,7.70065
1.35,0,0.86,1,7.70139,7.71587
1.34,1,0.87,0,7.70326,7.71622
1.33,0,0.88,1,7.70114,7.71377
1.32,1,0.89,0,7.69054,7.70036
1.31,0,0.9,1,7.67606,7.68344
1.3,1,0.91,0,7.65697,7.66185
1.29,0,0.92,1,7.63468,7.63312
1.38,1,0.84,1,7.67401,7.66422
1.37,0,0.85,0,7.67739,7.68505
1.36,1,0.86,1,7.6945,7.70579
1.35,0,0.87,0,7.69095,7.70595
1.34,1,0.88,1,7.69669,7.70958
1.33,0,0.89,0,7.6828,7.69319
1.32,1,0.9,1,7.67666,7.68571
1.3,1,0.92,1,7.63776,7.64271
1.38,1,0.85,0,7.66806,7.67017
1.37,0,0.86,1,7.67817,7.69264
1.36,1,0.87,0,7.68366,7.6987
1.35,0,0.88,1,7.68531,7.70201
1.34,1,0.89,0,7.67914,7.6926
1.33,0,0.9,1,7.66864,7.68042
1.32,1,0.91,0,7.65197,7.6613
1.31,0,0.92,1,7.63269,7.63647
1.39,0,0.85,0,7.65073,7.65286
1.38,1,0.86,1,7.67075,7.67996
1.37,0,0.87,0,7.67037,7.68711
1.36,1,0.88,1,7.67992,7.69548
1.35,0,0.89,0,7.67014,7.68471
1.34,1,0.9,1,7.66772,7.68028
1.33,0,0.91,0,7.64696,7.65436
1.32,1,0.92,1,7.63517,7.64355
1.39,0,0.86,1,7.65436,7.66485
1.38,1,0.87,0,7.66294,7.67715
1.37,0,0.88,1,7.66759,7.68668
1.36,1,0.89,0,7.66569,7.68174
1.35,0,0.9,1,7.65922,7.67462
1.34,1,0.91,0,7.64672,7.65834
1.33,0,0.92,1,7.62974,7.63766
1.32,1,0.93,0,7.60756,7.61538
1.4,1,0.86,1,7.64641,7.64933
1.39,0,0.87,0,7.64838,7.66415
1.38,1,0.88,1,7.66196,7.67772
1.37,0,0.89,0,7.65566,7.67301
1.36,1,0.9,1,7.65712,7.67205
1.35,0,0.91,0,7.64111,7.65122
1.34,1,0.92,1,7.63192,7.64222
1.41,0,0.86,1,7.63005,7.63207
1.4,1,0.87,0,7.64072,7.65121
1.39,0,0.88,1,7.6483,7.66749
1.38,1,0.89,0,7.65071,7.66754
1.37,0,0.9,1,7.64746,7.66583
1.36,1,0.91,0,7.63949,7.65281
1.35,0,0.92,1,7.62629,7.63657
1.34,1,0.93,0,7.60735,7.61617
1.42,1,0.86,1,7.62164,7.61341
1.41,0,0.87,0,7.62637,7.6367
1.4,1,0.88,1,7.64243,7.65594
1.39,0,0.89,0,7.6392,7.65784
1.38,1,0.9,1,7.64508,7.66081
1.37,0,0.91,0,7.63221,7.64541
1.36,1,0.92,1,7.62747,7.63858
1.35,0,0.93,0,7.60485,7.60824
1.34,1,0.94,1,7.59049,7.598
1.43,0,0.86,1,7.60562,7.59372
1.42,1,0.87,0,7.61834,7.62046
1.41,0,0.88,1,7.62849,7.6441
1.4,1,0.89,0,7.63324,7.6497
1.39,0,0.9,1,7.63465,7.65383
1.38,1,0.91,0,7.62987,7.64453
1.37,0,0.92,1,7.62072,7.63302
1.36,1,0.93,0,7.60609,7.61481
1.35,0,0.94,1,7.58688,7.59075
1.34,1,0.95,0,7.5627,7.56848
1.43,0,0.87,0,7.6037,7.6043
1.42,1,0.88,1,7.62191,7.6298
1.41,0,0.89,0,7.62146,7.6389
1.4,1,0.9,1,7.631,7.64627
1.39,0,0.91,0,7.62189,7.6367
1.38,1,0.92,1,7.62092,7.63246
1.37,0,0.93,0,7.60178,7.60709
1.36,1,0.94,1,7.59099,7.59787
1.44,1,0.87,0,7.5945,7.5844
1.43,0,0.88,1,7.60784,7.61616
1.42,1,0.89,0,7.61508,7.62788
1.41,0,0.9,1,7.62012,7.63832
1.4,1,0.91,0,7.61843,7.63326
1.39,0,0.92,1,7.61339,7.62683
1.38,1,0.93,0,7.60213,7.61118
1.37,0,0.94,1,7.58712,7.59122
1.45,0,0.87,0,7.57935,7.56631
1.44,1,0.88,1,7.60001,7.59888
1.43,0,0.89,0,7.60242,7.61586
1.42,1,0.9,1,7.61503,7.62813
1.41,0,0.91,0,7.60951,7.62485
1.4,1,0.92,1,7.6119,7.62367
1.38,1,0.94,1,7.58897,7.5957
1.46,1,0.87,0,7.56924,7.54235
1.45,0,0.88,1,7.58556,7.5832
1.44,1,0.89,0,7.59519,7.60171
1.43,0,0.9,1,7.60289,7.61899
1.42,1,0.91,0,7.60487,7.61872
1.41,0,0.92,1,7.60396,7.61776
1.4,1,0.93,0,7.59618,7.6051
1.39,0,0.94,1,7.5838,7.58955
1.37,0,0.96,1,7.546,7.54325
1.46,1,0.88,1,7.57654,7.5627
1.45,0,0.89,0,7.58213,7.58832
1.44,1,0.9,1,7.59686,7.60604
1.43,0,0.91,0,7.59468,7.60959
1.42,1,0.92,1,7.60072,7.61196
1.41,0,0.93,0,7.58964,7.59748
1.4,1,0.94,1,7.58461,7.59135
1.38,1,0.96,1,7.55068,7.55314
1.46,1,0.89,0,7.5735,7.57076
1.45,0,0.9,1,7.58438,7.59552
1.44,1,0.91,0,7.58841,7.6006
1.43,0,0.92,1,7.59091,7.60555
1.42,1,0.93,0,7.58706,7.59636
1.41,0,0.94,1,7.57888,7.58556
1.4,1,0.95,0,7.56515,7.56822
1.47,0,0.89,0,7.55924,7.5558
1.46,1,0.9,1,7.57697,7.57964
1.45,0,0.91,0,7.57756,7.5906
1.44,1,0.92,1,7.58648,7.59702
1.43,0,0.93,0,7.57921,7.58858
1.42,1,0.94,1,7.57792,7.58463
1.4,1,0.96,1,7.5503,7.55215
1.47,0,0.9,1,7.56344,7.56749
1.46,1,0.91,0,7.57038,7.57856
1.45,0,0.92,1,7.5761,7.5899
1.44,1,0.93,0,7.57499,7.58471
1.43,0,0.94,1,7.57076,7.57902
1.41,0,0.96,1,7.54662,7.54482
1.39,0,0.98,1,7.50335,7.4957
1.47,0,0.91,0,7.55834,7.56754
1.46,1,0.92,1,7.57013,7.57855
1.45,0,0.93,0,7.56622,7.57663
1.44,1,0.94,1,7.56836,7.57533
1.43,0,0.95,0,7.55558,7.55592
1.42,1,0.96,1,7.548,7.54923
1.47,0,0.92,1,7.55856,7.57049
1.46,1,0.93,0,7.56057,7.56988
1.45,0,0.94,1,7.56032,7.56971
1.44,1,0.95,0,7.55369,7.55741
1.43,0,0.96,1,7.54307,7.54264
1.48,1,0.92,1,7.55177,7.55619
1.47,0,0.93,0,7.55017,7.56132
1.46,1,0.94,1,7.55604,7.56319
1.45,0,0.95,0,7.54701,7.54959
1.44,1,0.96,1,7.54286,7.54424
1.42,1,0.98,1,7.51023,7.50838
1.48,1,0.93,0,7.54427,7.55152
1.47,0,0.94,1,7.54644,7.55732
1.46,1,0.95,0,7.54328,7.54826
1.45,0,0.96,1,7.53685,7.53824
1.49,0,0.93,0,7.5334,7.54232
1.48,1,0.94,1,7.54133,7.54789
1.47,0,0.95,0,7.53499,7.54055
1.46,1,0.96,1,7.5345,7.53698
1.44,1,0.98,1,7.5091,7.50662
1.49,0,0.94,1,7.53101,7.54156
1.48,1,0.95,0,7.53017,7.53628
1.47,0,0.96,1,7.52693,7.5314
1.46,1,0.97,0,7.5175,7.51698
1.5,1,0.94,1,7.52482,7.52912
1.49,0,0.95,0,7.52131,7.5285
1.48,1,0.96,1,7.52395,7.52722
1.47,0,0.97,0,7.51148,7.5085
1.46,1,0.98,1,7.50514,7.50304
1.51,0,0.94,1,7.51328,7.52209
1.5,1,0.95,0,7.5153,7.52118
1.49,0,0.96,1,7.51577,7.52185
1.48,1,0.97,0,7.50927,7.50996
1.47,0,0.98,1,7.49966,7.49604
1.52,1,0.94,1,7.50654,7.50651
1.5,1,0.96,1,7.51147,7.51467
1.49,0,0.97,0,7.5028,7.50196
1.48,1,0.98,1,7.49912,7.49747
1.46,1,1,1,7.46797,7.46395
1.51,0,0.96,1,7.50193,7.50931
1.5,1,0.97,0,7.49894,7.50043
1.49,0,0.98,1,7.49329,7.49127
1.48,1,0.99,0,7.4801,7.47563
1.52,1,0.96,1,7.49673,7.49903
1.5,1,0.98,1,7.49104,7.48971
1.48,1,1,1,7.46594,7.46151
1.53,0,0.96,1,7.48555,7.49343
1.52,1,0.97,0,7.48604,7.48814
1.51,0,0.98,1,7.48339,7.48414
1.49,0,1,1,7.46186,7.45303
1.54,1,0.96,1,7.47894,7.47996
1.53,0,0.97,0,7.47597,7.48063
1.52,1,0.98,1,7.47996,7.47951
1.5,1,1,1,7.46209,7.45733
1.55,0,0.96,1,7.46672,7.47389
1.54,1,0.97,0,7.46926,7.47277
1.53,0,0.98,1,7.4705,7.47436
1.52,1,0.99,0,7.46588,7.46293
1.51,0,1,1,7.45702,7.44997
1.5,1,1.01,0,7.4419,7.43388
1.54,1,0.98,1,7.46535,7.46657
1.53,0,0.99,0,7.45724,7.45475
1.52,1,1,1,7.45604,7.45123
1.5,1,1.02,1,7.4258,7.4201
1.55,0,0.98,1,7.45483,7.46164
1.54,1,0.99,0,7.45289,7.45304
1.53,0,1,1,7.44847,7.44485
1.51,0,1.02,1,7.42247,7.4098
1.56,1,0.98,1,7.44922,7.45059
1.55,0,0.99,0,7.44359,7.4454
1.54,1,1,1,7.44479,7.443
1.52,1,1.02,1,7.42359,7.41704
1.56,1,0.99,0,7.43782,7.44044
1.55,0,1,1,7.43589,7.43742
1.54,1,1.01,0,7.42873,7.42437
1.53,0,1.02,1,7.41796,7.40809
1.52,1,1.03,0,7.40258,7.39217
1.56,1,1,1,7.43178,7.43237
1.54,1,1.02,1,7.41655,7.41231
1.53,0,1.03,0,7.39816,7.37898
1.52,1,1.04,1,7.38543,7.37918
1.57,0,1,1,7.42219,7.4274
1.56,1,1.01,0,7.41758,7.41652
1.55,0,1.02,1,7.40966,7.40461
1.53,0,1.04,1,7.3817,7.36685
1.57,0,1.01,0,7.40968,7.40816
1.54,1,1.04,1,7.38254,7.37701
1.57,0,1.02,1,7.39997,7.39914
1.54,1,1.05,0,7.36036,7.35092
1.54,1,1.06,1,7.34256,7.33906
1.57,0,1.04,1,7.37138,7.36404
1.55,0,1.06,1,7.33977,7.32459
1.56,1,1.06,1,7.34119,7.3376
1.56,1,1.08,1,7.29838,7.29999
1.57,0,1.08,1,7.29625,7.28339
1.58,1,1.08,1,7.29827,7.29908
1.59,0,1.1,1,7.25015,7.24351
1.6,1,1.1,1,7.25378,7.26168
